rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
smiles,How many carbon atoms make up the structure CC12C3CC1N1CC3C12?,8,How many ring systems does CC12C3CC1N1CC3C12 contain?,4,Does the SMILES CC12C3CC1N1CC3C12 encode a amine functional group?,1,Does the molecule CC12C3CC1N1CC3C12 contain any triple bonds?,0
smiles,How many carbon atoms make up the structure O=CC12CC(O)(C1)C2=O?,6,What is the total number of rings in O=CC12CC(O)(C1)C2=O?,2,Assess whether O=CC12CC(O)(C1)C2=O exhibits a amide group.,0,"For the molecule O=CC12CC(O)(C1)C2=O, does a double bond exist?",1
smiles,Count the number of carbon atoms in Cc1n[nH]c(=N)cc1N.,5,How many ring systems does Cc1n[nH]c(=N)cc1N contain?,1,Determine whether Cc1n[nH]c(=N)cc1N includes a amine functional group.,1,Assess whether Cc1n[nH]c(=N)cc1N contains a double bond type.,1
iupac,"Identify the carbon atom count in the molecule ethyl 6-(3,5-dimethoxybenzoyl)imino-2-oxo-7-propan-2-yl-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaene-5-carboxylate.",26,"Determine the ring count for ethyl 6-(3,5-dimethoxybenzoyl)imino-2-oxo-7-propan-2-yl-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaene-5-carboxylate.",4,"Assess whether ethyl 6-(3,5-dimethoxybenzoyl)imino-2-oxo-7-propan-2-yl-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaene-5-carboxylate exhibits a halide group.",0,"Does the molecule ethyl 6-(3,5-dimethoxybenzoyl)imino-2-oxo-7-propan-2-yl-1,7,9-triazatricyclo[8.4.0.03,8]tetradeca-3(8),4,9,11,13-pentaene-5-carboxylate contain any triple bonds?",0
smiles,Count the number of carbon atoms in C1=CC23CCC2OC3C1.,8,"Given the SMILES C1=CC23CCC2OC3C1, return its ring count.",3,Does C1=CC23CCC2OC3C1 have at least one aldehyde group?,0,Does the chemical structure C1=CC23CCC2OC3C1 include double bonding?,1
iupac,"For the SMILES 6-(3-chlorophenyl)-3H-1,3-benzothiazol-2-one, how many carbon atoms does it contain?",13,"Given the SMILES 6-(3-chlorophenyl)-3H-1,3-benzothiazol-2-one, return its ring count.",3,"Is a alcohol group present in 6-(3-chlorophenyl)-3H-1,3-benzothiazol-2-one?",1,"Assess whether 6-(3-chlorophenyl)-3H-1,3-benzothiazol-2-one contains a double bond type.",0
smiles,"For the SMILES CC(=O)OC(C)CC#N, how many carbon atoms does it contain?",6,Count the number of rings in CC(=O)OC(C)CC#N.,0,Is the ketone functional group found in CC(=O)OC(C)CC#N?,1,Determine whether CC(=O)OC(C)CC#N includes at least one triple bond.,1
iupac,Count the number of carbon atoms in 5-amino-4-methyl-1H-pyridazin-6-one.,5,Compute the ring count of 5-amino-4-methyl-1H-pyridazin-6-one.,1,Determine whether 5-amino-4-methyl-1H-pyridazin-6-one includes a amide functional group.,0,Identify whether 5-amino-4-methyl-1H-pyridazin-6-one has any triple bonds.,0
iupac,"What is the total count of carbon atoms in 5-amino-3-chloro-2-[(3-methyl-1,2,4-thiadiazol-5-yl)sulfanyl]benzoic acid?",10,"Count the number of rings in 5-amino-3-chloro-2-[(3-methyl-1,2,4-thiadiazol-5-yl)sulfanyl]benzoic acid.",2,"For the molecule 5-amino-3-chloro-2-[(3-methyl-1,2,4-thiadiazol-5-yl)sulfanyl]benzoic acid, is a carboxylic_acid functional group present?",1,"Is a double bond found in the SMILES 5-amino-3-chloro-2-[(3-methyl-1,2,4-thiadiazol-5-yl)sulfanyl]benzoic acid?",1
iupac,How many carbon atoms make up the structure 2-(4-chlorophenyl)-5-hydroxy-6-oxo-1H-pyrimidine-4-carboxylic acid?,11,Determine the ring count for 2-(4-chlorophenyl)-5-hydroxy-6-oxo-1H-pyrimidine-4-carboxylic acid.,2,Is a nitro group present in 2-(4-chlorophenyl)-5-hydroxy-6-oxo-1H-pyrimidine-4-carboxylic acid?,0,"For the molecule 2-(4-chlorophenyl)-5-hydroxy-6-oxo-1H-pyrimidine-4-carboxylic acid, does a triple bond exist?",0
iupac,"For the SMILES [7-methoxy-5-methyl-3-(2-methylpropyl)-1-benzofuran-2-yl]methanamine, how many carbon atoms does it contain?",15,"Given the SMILES [7-methoxy-5-methyl-3-(2-methylpropyl)-1-benzofuran-2-yl]methanamine, return its ring count.",2,"For the molecule [7-methoxy-5-methyl-3-(2-methylpropyl)-1-benzofuran-2-yl]methanamine, is a amine functional group present?",1,Does [7-methoxy-5-methyl-3-(2-methylpropyl)-1-benzofuran-2-yl]methanamine feature any aromatic bonds?,1
smiles,"For the SMILES O=CNC(CO)C1CN1, how many carbon atoms does it contain?",5,Compute the ring count of O=CNC(CO)C1CN1.,1,Assess whether O=CNC(CO)C1CN1 exhibits a halide group.,0,Identify whether O=CNC(CO)C1CN1 has any triple bonds.,0
iupac,"Count the number of carbon atoms in (2S)-2-[(3-chlorophenyl)methyl-[2-(3,5-dimethyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-3-phenyl-N-propan-2-ylpropanamide.",36,"For (2S)-2-[(3-chlorophenyl)methyl-[2-(3,5-dimethyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-3-phenyl-N-propan-2-ylpropanamide, how many distinct rings are present?",4,"Identify if (2S)-2-[(3-chlorophenyl)methyl-[2-(3,5-dimethyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-3-phenyl-N-propan-2-ylpropanamide contains a amine.",1,"For the molecule (2S)-2-[(3-chlorophenyl)methyl-[2-(3,5-dimethyl-N-(4-methylphenyl)sulfonylanilino)acetyl]amino]-3-phenyl-N-propan-2-ylpropanamide, does a aromatic bond exist?",1
iupac,"How many carbon atoms make up the structure 1-[3-(2-methyl-4-pyridinyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[1-(oxolan-2-yl)propan-2-yl]urea?",20,"Given the SMILES 1-[3-(2-methyl-4-pyridinyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[1-(oxolan-2-yl)propan-2-yl]urea, return its ring count.",4,"Check if the structure 1-[3-(2-methyl-4-pyridinyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[1-(oxolan-2-yl)propan-2-yl]urea contains a halide.",0,"Does 1-[3-(2-methyl-4-pyridinyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[1-(oxolan-2-yl)propan-2-yl]urea feature any triple bonds?",0
smiles,Compute the total number of carbons in CCNc1cc(O)c[nH]1.,6,Compute the ring count of CCNc1cc(O)c[nH]1.,1,Is the alcohol functional group found in CCNc1cc(O)c[nH]1?,1,Does the molecule CCNc1cc(O)c[nH]1 contain any aromatic bonds?,1
smiles,What is the total count of carbon atoms in C#CCCCOC1CC1?,8,"For C#CCCCOC1CC1, how many distinct rings are present?",1,Is a ketone group present in C#CCCCOC1CC1?,0,Is a double bond found in the SMILES C#CCCCOC1CC1?,0
iupac,Compute the total number of carbons in 2-chloro-N-(3-ethylsulfanylcyclopentyl)pyridine-4-sulfonamide.,12,Report the number of rings in the molecule 2-chloro-N-(3-ethylsulfanylcyclopentyl)pyridine-4-sulfonamide.,2,Is the amine functional group found in 2-chloro-N-(3-ethylsulfanylcyclopentyl)pyridine-4-sulfonamide?,1,Are double bonds present in 2-chloro-N-(3-ethylsulfanylcyclopentyl)pyridine-4-sulfonamide?,1
iupac,"Identify the carbon atom count in the molecule 4-N-(2-ethylphenyl)-6-phenylsulfanylpyrimidine-4,5-diamine.",18,"Determine the ring count for 4-N-(2-ethylphenyl)-6-phenylsulfanylpyrimidine-4,5-diamine.",3,"Is the carboxylic_acid functional group found in 4-N-(2-ethylphenyl)-6-phenylsulfanylpyrimidine-4,5-diamine?",0,"Are triple bonds present in 4-N-(2-ethylphenyl)-6-phenylsulfanylpyrimidine-4,5-diamine?",0
iupac,"For the SMILES N-[(3-chlorophenyl)methyl]-2-piperidin-1-yl-1,3-benzothiazole-6-carboxamide, how many carbon atoms does it contain?",20,"Given the SMILES N-[(3-chlorophenyl)methyl]-2-piperidin-1-yl-1,3-benzothiazole-6-carboxamide, return its ring count.",4,"Check if the structure N-[(3-chlorophenyl)methyl]-2-piperidin-1-yl-1,3-benzothiazole-6-carboxamide contains a amine.",1,"Check if the structure N-[(3-chlorophenyl)methyl]-2-piperidin-1-yl-1,3-benzothiazole-6-carboxamide has a aromatic bond.",1
iupac,"For the SMILES (1R,2S,7R,8R)-4-(2,4-dinitrophenyl)-4,5-diazatricyclo[6.2.1.02,7]undec-9-ene-3,6-dione, how many carbon atoms does it contain?",15,"What is the total number of rings in (1R,2S,7R,8R)-4-(2,4-dinitrophenyl)-4,5-diazatricyclo[6.2.1.02,7]undec-9-ene-3,6-dione?",4,"Assess whether (1R,2S,7R,8R)-4-(2,4-dinitrophenyl)-4,5-diazatricyclo[6.2.1.02,7]undec-9-ene-3,6-dione exhibits a nitro group.",0,"For the molecule (1R,2S,7R,8R)-4-(2,4-dinitrophenyl)-4,5-diazatricyclo[6.2.1.02,7]undec-9-ene-3,6-dione, does a triple bond exist?",0
iupac,"How many carbon atoms make up the structure 2-(4-methoxyphenoxy)-N-[4-(5-methyl-1,3-benzoxazol-2-yl)phenyl]acetamide?",23,"Given the SMILES 2-(4-methoxyphenoxy)-N-[4-(5-methyl-1,3-benzoxazol-2-yl)phenyl]acetamide, return its ring count.",4,"Determine whether 2-(4-methoxyphenoxy)-N-[4-(5-methyl-1,3-benzoxazol-2-yl)phenyl]acetamide includes a amine functional group.",1,"Is a double bond found in the SMILES 2-(4-methoxyphenoxy)-N-[4-(5-methyl-1,3-benzoxazol-2-yl)phenyl]acetamide?",1
iupac,"Identify the carbon atom count in the molecule N-[(3-methyl-3,4-dihydro-2H-chromen-4-yl)methyl]propan-1-amine.",14,"Report the number of rings in the molecule N-[(3-methyl-3,4-dihydro-2H-chromen-4-yl)methyl]propan-1-amine.",2,"Does the SMILES N-[(3-methyl-3,4-dihydro-2H-chromen-4-yl)methyl]propan-1-amine encode a aldehyde functional group?",0,"Identify whether N-[(3-methyl-3,4-dihydro-2H-chromen-4-yl)methyl]propan-1-amine has any triple bonds.",0
iupac,"Compute the total number of carbons in 1'-tert-butylspiro[6,7-dihydrocyclopenta[b]pyrazine-5,4'-piperidine]-6-amine.",15,"Given the SMILES 1'-tert-butylspiro[6,7-dihydrocyclopenta[b]pyrazine-5,4'-piperidine]-6-amine, return its ring count.",3,"For the molecule 1'-tert-butylspiro[6,7-dihydrocyclopenta[b]pyrazine-5,4'-piperidine]-6-amine, is a amine functional group present?",1,"Assess whether 1'-tert-butylspiro[6,7-dihydrocyclopenta[b]pyrazine-5,4'-piperidine]-6-amine contains a aromatic bond type.",1
iupac,Determine the total carbon count for 3-ethylpyrrolidine-1-carbaldehyde.,7,How many ring systems does 3-ethylpyrrolidine-1-carbaldehyde contain?,1,Is a carboxylic_acid group present in 3-ethylpyrrolidine-1-carbaldehyde?,0,Are triple bonds present in 3-ethylpyrrolidine-1-carbaldehyde?,0
smiles,"For the SMILES CC12NC3C1OCOC32, how many carbon atoms does it contain?",6,Determine the ring count for CC12NC3C1OCOC32.,3,Check if the structure CC12NC3C1OCOC32 contains a amine.,1,Assess whether CC12NC3C1OCOC32 contains a aromatic bond type.,0
iupac,What is the total count of carbon atoms in (1S)-1-cyclohexyl-N-[(3-methoxy-5-nitrophenyl)methyl]ethanamine?,16,Report the number of rings in the molecule (1S)-1-cyclohexyl-N-[(3-methoxy-5-nitrophenyl)methyl]ethanamine.,2,Check if the structure (1S)-1-cyclohexyl-N-[(3-methoxy-5-nitrophenyl)methyl]ethanamine contains a halide.,0,Are double bonds present in (1S)-1-cyclohexyl-N-[(3-methoxy-5-nitrophenyl)methyl]ethanamine?,1
iupac,Determine the total carbon count for 7-oxabicyclo[4.1.1]oct-3-ene.,7,Compute the ring count of 7-oxabicyclo[4.1.1]oct-3-ene.,2,Does the molecule 7-oxabicyclo[4.1.1]oct-3-ene contain a carboxylic_acid functional group?,0,Check if the structure 7-oxabicyclo[4.1.1]oct-3-ene has a double bond.,1
iupac,"How many carbons are present in the molecule 2-[1-(2,4-difluorobenzoyl)-4-[(4-fluorophenoxy)methyl]piperidin-4-yl]-1-(4-methylpiperazin-1-yl)ethanone?",26,"How many ring systems does 2-[1-(2,4-difluorobenzoyl)-4-[(4-fluorophenoxy)methyl]piperidin-4-yl]-1-(4-methylpiperazin-1-yl)ethanone contain?",4,"Check if the structure 2-[1-(2,4-difluorobenzoyl)-4-[(4-fluorophenoxy)methyl]piperidin-4-yl]-1-(4-methylpiperazin-1-yl)ethanone contains a halide.",1,"Does the chemical structure 2-[1-(2,4-difluorobenzoyl)-4-[(4-fluorophenoxy)methyl]piperidin-4-yl]-1-(4-methylpiperazin-1-yl)ethanone include triple bonding?",0
iupac,How many carbons are present in the molecule [2-(phenylcarbamoyl)phenyl] 4-[(4-methylphenoxy)methyl]benzoate?,28,How many ring systems does [2-(phenylcarbamoyl)phenyl] 4-[(4-methylphenoxy)methyl]benzoate contain?,4,Is a amine group present in [2-(phenylcarbamoyl)phenyl] 4-[(4-methylphenoxy)methyl]benzoate?,1,Determine whether [2-(phenylcarbamoyl)phenyl] 4-[(4-methylphenoxy)methyl]benzoate includes at least one double bond.,1
iupac,What is the total count of carbon atoms in 3-(ethoxymethyl)-4-methoxy-N-[[(2R)-oxolan-2-yl]methyl]benzamide?,16,Report the number of rings in the molecule 3-(ethoxymethyl)-4-methoxy-N-[[(2R)-oxolan-2-yl]methyl]benzamide.,2,"For the molecule 3-(ethoxymethyl)-4-methoxy-N-[[(2R)-oxolan-2-yl]methyl]benzamide, is a halide functional group present?",0,Does the chemical structure 3-(ethoxymethyl)-4-methoxy-N-[[(2R)-oxolan-2-yl]methyl]benzamide include triple bonding?,0
iupac,"What is the total count of carbon atoms in 2-methoxy-1-[2-(3-methylbutyl)-1,1-dioxospiro[1,2-benzothiazole-3,3'-pyrrolidine]-1'-yl]ethanone?",18,"Determine the ring count for 2-methoxy-1-[2-(3-methylbutyl)-1,1-dioxospiro[1,2-benzothiazole-3,3'-pyrrolidine]-1'-yl]ethanone.",3,"For the molecule 2-methoxy-1-[2-(3-methylbutyl)-1,1-dioxospiro[1,2-benzothiazole-3,3'-pyrrolidine]-1'-yl]ethanone, is a amide functional group present?",1,"For the molecule 2-methoxy-1-[2-(3-methylbutyl)-1,1-dioxospiro[1,2-benzothiazole-3,3'-pyrrolidine]-1'-yl]ethanone, does a aromatic bond exist?",1
smiles,Determine the total carbon count for CC(C)C[C@H](O)C(=O)N[C@H](Cc1ccccc1C#N)C(N)=O.,16,Determine the ring count for CC(C)C[C@H](O)C(=O)N[C@H](Cc1ccccc1C#N)C(N)=O.,1,Is a carboxylic_acid group present in CC(C)C[C@H](O)C(=O)N[C@H](Cc1ccccc1C#N)C(N)=O?,0,Does the molecule CC(C)C[C@H](O)C(=O)N[C@H](Cc1ccccc1C#N)C(N)=O contain any aromatic bonds?,1
iupac,What is the total count of carbon atoms in 1-cyclopropyl-2-[(2R)-2-(trifluoromethyl)-1-oxaspiro[2.2]pentan-2-yl]ethanone?,10,Report the number of rings in the molecule 1-cyclopropyl-2-[(2R)-2-(trifluoromethyl)-1-oxaspiro[2.2]pentan-2-yl]ethanone.,3,Assess whether 1-cyclopropyl-2-[(2R)-2-(trifluoromethyl)-1-oxaspiro[2.2]pentan-2-yl]ethanone exhibits a halide group.,1,Does the molecule 1-cyclopropyl-2-[(2R)-2-(trifluoromethyl)-1-oxaspiro[2.2]pentan-2-yl]ethanone contain any triple bonds?,0
smiles,"Given COC1C=CC2NC21C, return the number of carbon atoms.",7,"For COC1C=CC2NC21C, how many distinct rings are present?",2,Identify if COC1C=CC2NC21C contains a ketone.,0,Identify whether COC1C=CC2NC21C has any aromatic bonds.,0
iupac,"Identify the carbon atom count in the molecule N-[[4-(3-ethyl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)phenyl]methyl]-4-methylbenzamide.",20,"Compute the ring count of N-[[4-(3-ethyl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)phenyl]methyl]-4-methylbenzamide.",4,"Is the ketone functional group found in N-[[4-(3-ethyl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)phenyl]methyl]-4-methylbenzamide?",1,"Determine whether N-[[4-(3-ethyl-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)phenyl]methyl]-4-methylbenzamide includes at least one aromatic bond.",1
iupac,"Compute the total number of carbons in 3-(5-chloro-1H-indol-3-yl)-4-[3-[2-(methylamino)ethyl]indol-1-yl]pyrrole-2,5-dione.",23,"Given the SMILES 3-(5-chloro-1H-indol-3-yl)-4-[3-[2-(methylamino)ethyl]indol-1-yl]pyrrole-2,5-dione, return its ring count.",5,"Does 3-(5-chloro-1H-indol-3-yl)-4-[3-[2-(methylamino)ethyl]indol-1-yl]pyrrole-2,5-dione have at least one carboxylic_acid group?",0,"Are triple bonds present in 3-(5-chloro-1H-indol-3-yl)-4-[3-[2-(methylamino)ethyl]indol-1-yl]pyrrole-2,5-dione?",0
iupac,"Identify the carbon atom count in the molecule 8-(2-piperidin-2-ylethoxy)-2-([1,2,4]triazolo[4,3-a]pyridin-3-yl)quinoline.",22,"What is the total number of rings in 8-(2-piperidin-2-ylethoxy)-2-([1,2,4]triazolo[4,3-a]pyridin-3-yl)quinoline?",5,"Does the molecule 8-(2-piperidin-2-ylethoxy)-2-([1,2,4]triazolo[4,3-a]pyridin-3-yl)quinoline contain a amine functional group?",1,"Does the chemical structure 8-(2-piperidin-2-ylethoxy)-2-([1,2,4]triazolo[4,3-a]pyridin-3-yl)quinoline include aromatic bonding?",1
iupac,Determine the total carbon count for 4-chloro-N-[2-ethoxy-5-[(2-methyl-6-propan-2-ylphenyl)sulfamoyl]phenyl]benzamide.,25,What is the total number of rings in 4-chloro-N-[2-ethoxy-5-[(2-methyl-6-propan-2-ylphenyl)sulfamoyl]phenyl]benzamide?,3,Does the SMILES 4-chloro-N-[2-ethoxy-5-[(2-methyl-6-propan-2-ylphenyl)sulfamoyl]phenyl]benzamide encode a aldehyde functional group?,0,Are triple bonds present in 4-chloro-N-[2-ethoxy-5-[(2-methyl-6-propan-2-ylphenyl)sulfamoyl]phenyl]benzamide?,0
iupac,Report the number of carbon atoms in 1-(3-fluoropropyl)-3-[2-(quinazolin-4-ylamino)ethyl]urea.,14,Find the number of rings contained in 1-(3-fluoropropyl)-3-[2-(quinazolin-4-ylamino)ethyl]urea.,2,Determine whether 1-(3-fluoropropyl)-3-[2-(quinazolin-4-ylamino)ethyl]urea includes a halide functional group.,1,Check if the structure 1-(3-fluoropropyl)-3-[2-(quinazolin-4-ylamino)ethyl]urea has a double bond.,1
iupac,"Compute the total number of carbons in [3-(diethylamino)pyrrolidin-1-yl]-[2-[(4-methoxyphenyl)methyl]-1,3-benzoxazol-6-yl]methanone.",24,"Count the number of rings in [3-(diethylamino)pyrrolidin-1-yl]-[2-[(4-methoxyphenyl)methyl]-1,3-benzoxazol-6-yl]methanone.",4,"For the molecule [3-(diethylamino)pyrrolidin-1-yl]-[2-[(4-methoxyphenyl)methyl]-1,3-benzoxazol-6-yl]methanone, is a nitro functional group present?",0,"Determine whether [3-(diethylamino)pyrrolidin-1-yl]-[2-[(4-methoxyphenyl)methyl]-1,3-benzoxazol-6-yl]methanone includes at least one triple bond.",0
iupac,"Count the number of carbon atoms in 2-methyl-4-[[3-[2-[3-(trifluoromethyl)phenyl]ethyl]piperidin-1-yl]methyl]-1,3-oxazole.",19,"Compute the ring count of 2-methyl-4-[[3-[2-[3-(trifluoromethyl)phenyl]ethyl]piperidin-1-yl]methyl]-1,3-oxazole.",3,"Is a amine group present in 2-methyl-4-[[3-[2-[3-(trifluoromethyl)phenyl]ethyl]piperidin-1-yl]methyl]-1,3-oxazole?",1,"Check if the structure 2-methyl-4-[[3-[2-[3-(trifluoromethyl)phenyl]ethyl]piperidin-1-yl]methyl]-1,3-oxazole has a aromatic bond.",1
iupac,Determine the total carbon count for N-[(3-ethylimidazol-4-yl)methyl]-5-(2-fluorophenyl)-1H-pyrazole-4-carboxamide.,16,Report the number of rings in the molecule N-[(3-ethylimidazol-4-yl)methyl]-5-(2-fluorophenyl)-1H-pyrazole-4-carboxamide.,3,Does the molecule N-[(3-ethylimidazol-4-yl)methyl]-5-(2-fluorophenyl)-1H-pyrazole-4-carboxamide contain a ester functional group?,0,"For the molecule N-[(3-ethylimidazol-4-yl)methyl]-5-(2-fluorophenyl)-1H-pyrazole-4-carboxamide, does a triple bond exist?",0
iupac,Count the number of carbon atoms in N-(dicyclopropylmethyl)-3-methoxypyrazin-2-amine.,12,How many ring systems does N-(dicyclopropylmethyl)-3-methoxypyrazin-2-amine contain?,3,Does N-(dicyclopropylmethyl)-3-methoxypyrazin-2-amine have at least one amine group?,1,Are aromatic bonds present in N-(dicyclopropylmethyl)-3-methoxypyrazin-2-amine?,1
iupac,"How many carbon atoms make up the structure (7R)-4-amino-7-(4-fluorophenyl)-2-methyl-7,8-dihydro-6H-quinazolin-5-one?",15,"What is the total number of rings in (7R)-4-amino-7-(4-fluorophenyl)-2-methyl-7,8-dihydro-6H-quinazolin-5-one?",3,"Identify if (7R)-4-amino-7-(4-fluorophenyl)-2-methyl-7,8-dihydro-6H-quinazolin-5-one contains a amine.",0,"Does (7R)-4-amino-7-(4-fluorophenyl)-2-methyl-7,8-dihydro-6H-quinazolin-5-one feature any triple bonds?",0
iupac,"How many carbon atoms make up the structure 5-ethyl-12-(2H-tetrazol-5-yl)-6-thia-1,8-diazatricyclo[7.4.0.03,7]trideca-3(7),4,8,10,12-pentaen-2-one?",13,"Report the number of rings in the molecule 5-ethyl-12-(2H-tetrazol-5-yl)-6-thia-1,8-diazatricyclo[7.4.0.03,7]trideca-3(7),4,8,10,12-pentaen-2-one.",4,"Determine whether 5-ethyl-12-(2H-tetrazol-5-yl)-6-thia-1,8-diazatricyclo[7.4.0.03,7]trideca-3(7),4,8,10,12-pentaen-2-one includes a ester functional group.",0,"Does 5-ethyl-12-(2H-tetrazol-5-yl)-6-thia-1,8-diazatricyclo[7.4.0.03,7]trideca-3(7),4,8,10,12-pentaen-2-one feature any double bonds?",1
iupac,"Report the number of carbon atoms in 1,1,3,3,4,4,6,7,8,9-decamethylbenzo[g]isochromene-5,10-dione;5,6,7,8,15,16,17,18,20,21-decamethyl-12-oxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-1(13),2(11),4,6,8,14,16,18,20-nonaene-3,10-dione;1,3,5,6,7,8-hexamethylbenzo[f]benzimidazole-2,4,9-trione;2,3,5,6,7,8-hexamethylbenzo[f][1]benzofuran-4,9-dione;3,4,6,7,8,9-hexamethylbenzo[g]chromene-2,5,10-trione;2,3,6,7,9,9-hexamethylxanthene-1,4,5,8-tetrone;1,3,3,4,6,7,8,9-octamethyl-4a,10a-dihydrobenzo[g]quinoxaline-2,5,10-trione;5,6,7,8,16,17,18,19-octamethyl-10,14-dioxapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),3(11),4,6,8,15,17,19-octaene-2,12-dione.",172,"How many cyclic structures are in 1,1,3,3,4,4,6,7,8,9-decamethylbenzo[g]isochromene-5,10-dione;5,6,7,8,15,16,17,18,20,21-decamethyl-12-oxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-1(13),2(11),4,6,8,14,16,18,20-nonaene-3,10-dione;1,3,5,6,7,8-hexamethylbenzo[f]benzimidazole-2,4,9-trione;2,3,5,6,7,8-hexamethylbenzo[f][1]benzofuran-4,9-dione;3,4,6,7,8,9-hexamethylbenzo[g]chromene-2,5,10-trione;2,3,6,7,9,9-hexamethylxanthene-1,4,5,8-tetrone;1,3,3,4,6,7,8,9-octamethyl-4a,10a-dihydrobenzo[g]quinoxaline-2,5,10-trione;5,6,7,8,16,17,18,19-octamethyl-10,14-dioxapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),3(11),4,6,8,15,17,19-octaene-2,12-dione?",28,"Determine whether 1,1,3,3,4,4,6,7,8,9-decamethylbenzo[g]isochromene-5,10-dione;5,6,7,8,15,16,17,18,20,21-decamethyl-12-oxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-1(13),2(11),4,6,8,14,16,18,20-nonaene-3,10-dione;1,3,5,6,7,8-hexamethylbenzo[f]benzimidazole-2,4,9-trione;2,3,5,6,7,8-hexamethylbenzo[f][1]benzofuran-4,9-dione;3,4,6,7,8,9-hexamethylbenzo[g]chromene-2,5,10-trione;2,3,6,7,9,9-hexamethylxanthene-1,4,5,8-tetrone;1,3,3,4,6,7,8,9-octamethyl-4a,10a-dihydrobenzo[g]quinoxaline-2,5,10-trione;5,6,7,8,16,17,18,19-octamethyl-10,14-dioxapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),3(11),4,6,8,15,17,19-octaene-2,12-dione includes a ketone functional group.",1,"Does 1,1,3,3,4,4,6,7,8,9-decamethylbenzo[g]isochromene-5,10-dione;5,6,7,8,15,16,17,18,20,21-decamethyl-12-oxapentacyclo[11.8.0.02,11.04,9.014,19]henicosa-1(13),2(11),4,6,8,14,16,18,20-nonaene-3,10-dione;1,3,5,6,7,8-hexamethylbenzo[f]benzimidazole-2,4,9-trione;2,3,5,6,7,8-hexamethylbenzo[f][1]benzofuran-4,9-dione;3,4,6,7,8,9-hexamethylbenzo[g]chromene-2,5,10-trione;2,3,6,7,9,9-hexamethylxanthene-1,4,5,8-tetrone;1,3,3,4,6,7,8,9-octamethyl-4a,10a-dihydrobenzo[g]quinoxaline-2,5,10-trione;5,6,7,8,16,17,18,19-octamethyl-10,14-dioxapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),3(11),4,6,8,15,17,19-octaene-2,12-dione feature any triple bonds?",0
