rep_1,rep_2,name_equivalence_q,name_equivalence_a,chemical_similarity_q,chemical_similarity_a,property_comparison_q,property_comparison_a
iupac,iupac,"Are N-(6-amino-1-benzyl-2,4-dioxopyrimidin-5-yl)-N-(3-methoxypropyl)-1-benzofuran-2-carboxamide and N-(6-amino-1-benzyl-2,4-dioxopyrimidin-5-yl)-N-(3-methoxypropyl)-1-benzofuran-2-carboxamide equivalent representations of the same molecule?",1,Determine whether COC(=O)[C@@H]1C[C@@]1(Cl)OC or CN(CCCO)c1cc(C(F)(F)F)ccc1Cl is more chemically similar to COCCCN(C(=O)c1cc2ccccc2o1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O.,B,"For the property molecular weight, which molecule is higher: COC(=O)[C@@H]1C[C@@]1(Cl)OC or CN(CCCO)c1cc(C(F)(F)F)ccc1Cl?",B
smiles,smiles,Do CCOC(=O)C1C(C(=O)OCC)C12C(=O)Nc1ccc(F)cc12 and c1nc2c(o1)COCC2 correspond to the same molecular structure?,0,Identify which molecule is more similar to CCOC(=O)C1C(C(=O)OCC)C12C(=O)Nc1ccc(F)cc12: Cc1cccc(N2C(=O)C3C4C=CC(C4)C3(C)C2=O)c1 or O=COC1COC1C=O.,A,"Which molecule has a higher molecular weight, Cc1cccc(N2C(=O)C3C4C=CC(C4)C3(C)C2=O)c1 or O=COC1COC1C=O?",A
iupac,smiles,Do the two chemical representations 3-[[2-(4-chlorophenyl)acetyl]amino]-4-methylpentanoic acid and O=C(Cc1ccc(Cl)cc1)NC(CC(O)=O)C(C)C describe the same molecule?,1,Which molecule is more chemically similar to CC(C)C(CC(=O)O)NC(=O)Cc1ccc(Cl)cc1: CCOC(=O)c1sc2c(c1N)S(=O)(=O)c1ccc(Cl)cc1N2c1cc(C)ccc1C or N=c1cc(F)nno1?,A,Compare CCOC(=O)c1sc2c(c1N)S(=O)(=O)c1ccc(Cl)cc1N2c1cc(C)ccc1C and N=c1cc(F)nno1 in terms of molecular weight. Which is lower?,B
iupac,smiles,"Do these two representations, 3-[4-[6-fluoro-9-(4-fluorophenyl)-3,4,4a,9a-tetrahydro-1H-pyrido[3,4-b]indol-2-yl]butyl]imidazolidine-2,4-dione and CCC12COC(=N)N1C2, describe the same molecule?",0,"Between C#CC1C2C(=O)CCN12 and CSCCC(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OCC(=O)NC1CC1, which is more similar in structure to O=C1CNC(=O)N1CCCCN1CCC2c3cc(F)ccc3N(c3ccc(F)cc3)C2C1?",B,"Given C#CC1C2C(=O)CCN12 and CSCCC(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)OCC(=O)NC1CC1, determine which has the lower molecular weight.",A
iupac,smiles,Verify whether 5-[(3R)-1-(1-benzofuran-2-ylsulfonyl)piperidin-3-yl]-2-(4-fluorophenyl)-N-methyl-6-[methyl(methylsulfonyl)amino]-1-benzofuran-3-carboxamide and COc1c(Cl)cc(/C=N/NC(=O)Cc2ccccc2[N+](=O)[O-])cc1Br correspond to an identical molecule.,0,"Given CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)c4cc5ccccc5o4)C3)cc12, select the molecule that is more chemically similar: C#CC(C)n1cnnc1 or CC12CN1C(=N)C1OC12.",B,"Which molecule demonstrates a lower value for molecular weight, C#CC(C)n1cnnc1 or CC12CN1C(=N)C1OC12?",A
iupac,iupac,"Do these two representations, 7-hydroxy-3,4-dimethyl-8-[[(1R,5S)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]methyl]chromen-2-one and 7-hydroxy-3,4-dimethyl-8-[[(1R,5S)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]methyl]chromen-2-one, describe the same molecule?",0,Which compound more closely resembles Cc1c(C)c2ccc(O)c(CN3C[C@@]4(C)C[C@@H]3CC(C)(C)C4)c2oc1=O: O=CC1=CN2CCC2C1 or CC1C2C(=O)CC3C2N13?,B,"Which molecule demonstrates a lower value for molecular weight, O=CC1=CN2CCC2C1 or CC1C2C(=O)CC3C2N13?",A
iupac,smiles,"Are the chemical entities represented by furan-3,4-diamine and C#CC1(O)CCC2C3CCC4Cc5oc(S(C)(=O)=O)cc5CC4(C)C3CCC21C the same?",0,Determine whether CCOC(=O)C1CC12CCC1(CCNCC1)CC2.Cl or CCC1=C(C(=O)OC)[C@H](c2ccccc2)n2c(s/c(=C/c3cccc(OCc4ccccc4Cl)c3)c2=O)=N1 is more chemically similar to Nc1cocc1N.,B,Determine whether CCOC(=O)C1CC12CCC1(CCNCC1)CC2.Cl or CCC1=C(C(=O)OC)[C@H](c2ccccc2)n2c(s/c(=C/c3cccc(OCc4ccccc4Cl)c3)c2=O)=N1 has the higher value of molecular weight.,B
smiles,smiles,"Do these two representations, CCCCCCCCCCCC1c2cc3c4c(Br)c2OCOc2c1cc1c(c2Br)OCOc2c(cc5c(c2Br)O[P+]([O-])(c2ccccc2)Oc2c(cc(c(c2Br)OCO4)[C@H]3CCCCCCCCCCC)C5CCCCCCCCCCC)[C@H]1CCCCCCCCCCC and C(CC[C@@H]1c2c3OCOc4c1cc1c(OCOc5c(Br)c6c(cc5C1CCCCCCCCCCC)[C@@H](c1c(OCO6)c(c5c(C(c(c(O[P+](O5)(c5ccccc5)[O-])c3Br)c2)CCCCCCCCCCC)c1)Br)CCCCCCCCCCC)c4Br)CCCCCCCC, describe the same molecule?",1,Compare CCC(N)C(C)CCCSC and NC(=S)NN=Cc1cccc(C=NNC(N)=S)c1 to CCCCCCCCCCCC1c2cc3c4c(Br)c2OCOc2c1cc1c(c2Br)OCOc2c(cc5c(c2Br)O[P+]([O-])(c2ccccc2)Oc2c(cc(c(c2Br)OCO4)[C@H]3CCCCCCCCCCC)C5CCCCCCCCCCC)[C@H]1CCCCCCCCCCC. Which is more chemically similar?,B,Determine whether CCC(N)C(C)CCCSC or NC(=S)NN=Cc1cccc(C=NNC(N)=S)c1 has the lower value of molecular weight.,A
smiles,smiles,"Do these two representations, CC1(O)C2OCC21CO and C(O)C12C(C1(O)C)OC2, describe the same molecule?",1,Assess the chemical similarity of CC1=CC(=O)C(=NO)C1 and COC(C=O)C(N)=O to CC1(O)C2OCC21CO. Which is more similar?,A,"Given CC1=CC(=O)C(=NO)C1 and COC(C=O)C(N)=O, determine which has the lower molecular weight.",B
smiles,smiles,Do the two chemical representations CC12CC(C=O)=CC1O2 and COc1cc(Nc2ncc3cc(C#N)c(=O)n(C4CCCC4)c3n2)cc(OC)c1OC describe the same molecule?,0,"Which molecule shares greater structural similarity with CC12CC(C=O)=CC1O2, CCOC(=O)c1cn(-c2ccc(Cl)cc2C(F)(F)F)nn1 or N#C/C(=C/C1CC1)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2)c2c(N)ncnc21?",B,Assess the molecular weight of CCOC(=O)c1cn(-c2ccc(Cl)cc2C(F)(F)F)nn1 and N#C/C(=C/C1CC1)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2)c2c(N)ncnc21. Which one is lower?,A
iupac,iupac,"Do the two chemical representations 1-[1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(pyridin-4-ylmethyl)spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]-2-yl]propan-1-one and 1-[1-(hydroxymethyl)-7-methoxy-9-methyl-1'-(pyridin-4-ylmethyl)spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]-2-yl]propan-1-one describe the same molecule?",1,"Given CCC(=O)N1CC2(CCN(Cc3ccncc3)CC2)c2c(n(C)c3cc(OC)ccc23)C1CO, select the molecule that is more chemically similar: COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(C)no3)CC2)ccc1OCC(C)C or CC1CCN(c2ccc(NC(=O)c3cn[nH]c3-c3ccccc3)cc2)C1.",A,"Between COc1cc(/C=C/C(=O)N2CCN(C(=O)c3cc(C)no3)CC2)ccc1OCC(C)C and CC1CCN(c2ccc(NC(=O)c3cn[nH]c3-c3ccccc3)cc2)C1, which exhibits a higher molecular weight?",A
iupac,smiles,"Given 2-(1H-imidazol-5-yl)ethyl N,N,N'-trimethylcarbamimidothioate and c1(CCSC(N(C)C)=NC)c[nH]cn1, determine if they describe the same molecular structure.",1,Identify which molecule is more similar to CN=C(SCCc1c[nH]cn1)N(C)C: CCCOc1ccc(C(C)Nc2cccc(C)c2C)cc1 or N[C@@H]1C(=O)Nc2c(F)cc(F)nc2[C@@H]2C[C@H]12.,A,Determine whether CCCOc1ccc(C(C)Nc2cccc(C)c2C)cc1 or N[C@@H]1C(=O)Nc2c(F)cc(F)nc2[C@@H]2C[C@H]12 has the lower value of molecular weight.,B
iupac,iupac,"Do these two representations, N-[(2-phenylmethoxyphenyl)methyl]-1H-1,2,4-triazol-5-amine and N-[(2-phenylmethoxyphenyl)methyl]-1H-1,2,4-triazol-5-amine, describe the same molecule?",1,Which molecule is more chemically similar to c1ccc(COc2ccccc2CNc2ncn[nH]2)cc1: O=C(NCC1CCN(Cc2cccs2)CC1)c1ccc(F)cc1 or O=C(/C=C\c1cccc(Br)c1)Nc1ccccc1-n1cncn1?,B,Compare O=C(NCC1CCN(Cc2cccs2)CC1)c1ccc(F)cc1 and O=C(/C=C\c1cccc(Br)c1)Nc1ccccc1-n1cncn1 in terms of molecular weight. Which is lower?,A
smiles,smiles,Are COCC1OCC2NC21 and C#CCN(CC1C(OC(=O)NC2CCCC2)C(OC(=O)NC2CCCC2)CN(C(=O)OC(C)C)N1C(=O)OC(C)C)S(=O)(=O)c1ccc(C)cc1 equivalent representations of the same molecule?,0,Compare C[C@@H](C(=O)Nc1ccc(C#N)cc1)[NH+]1CCc2ccccc2C1 and COc1cccc(-c2nnc(SCC(=O)c3ccc4c(c3)CCC(=O)N4)n2Cc2ccco2)c1 to COCC1OCC2NC21. Which is more chemically similar?,B,"Which molecule demonstrates a higher value for molecular weight, C[C@@H](C(=O)Nc1ccc(C#N)cc1)[NH+]1CCc2ccccc2C1 or COc1cccc(-c2nnc(SCC(=O)c3ccc4c(c3)CCC(=O)N4)n2Cc2ccco2)c1?",B
smiles,smiles,"Do these two representations, Cc1ccc(/C=C2/SC(=S)N(CCC(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)C2=O)cc1 and c1nc(sc1Cc1cccc(C(F)(F)F)c1)NC(=O)CCN1C(S/C(=C/c2ccc(C)cc2)C1=O)=S, describe the same molecule?",1,"Given Cc1ccc(/C=C2/SC(=S)N(CCC(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)C2=O)cc1, select the molecule that is more chemically similar: CC(C)n1ncoc1=N or CC(C)N1C(=O)C[C@@H](NC(=O)c2cc3cccc(F)c3o2)C1=O.",B,"Which molecule demonstrates a lower value for molecular weight, CC(C)n1ncoc1=N or CC(C)N1C(=O)C[C@@H](NC(=O)c2cc3cccc(F)c3o2)C1=O?",A
iupac,iupac,"Given N-[[1-[(5-chloro-2,3-dihydro-1-benzofuran-2-yl)methyl]triazol-4-yl]methyl]cyclopropanamine and N-[[1-[(5-chloro-2,3-dihydro-1-benzofuran-2-yl)methyl]triazol-4-yl]methyl]cyclopropanamine, determine if they describe the same molecular structure.",1,Which molecule is more chemically similar to Clc1ccc2c(c1)CC(Cn1cc(CNC3CC3)nn1)O2: O=C(O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1 or NC(=O)NC(=O)Cc1cccc(NC(=O)CCl)c1?,B,Which compound shows a lower molecular weight: O=C(O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1 or NC(=O)NC(=O)Cc1cccc(NC(=O)CCl)c1?,B
smiles,smiles,Are CCN/C(=N\CC(C)c1ccsc1)NCCCCC(=O)OC.I and CCC1=CCC(C)C1 equivalent representations of the same molecule?,0,"Between COc1cc(NC(=O)CCC2CCCN(C(=O)c3ncc[nH]3)C2)cc(OC)c1 and CCCc1ccc(NC(=O)c2ccc(C)c(Br)c2)cc1, which is more similar in structure to CCN/C(=N\CC(C)c1ccsc1)NCCCCC(=O)OC.I?",B,Compare COc1cc(NC(=O)CCC2CCCN(C(=O)c3ncc[nH]3)C2)cc(OC)c1 and CCCc1ccc(NC(=O)c2ccc(C)c(Br)c2)cc1 in terms of molecular weight. Which is lower?,B
iupac,iupac,"Given N-[(R)-(4-methoxyphenyl)-(1-methylimidazol-2-yl)methyl]-2H-chromene-3-carboxamide and N-[(R)-(4-methoxyphenyl)-(1-methylimidazol-2-yl)methyl]-2H-chromene-3-carboxamide, determine if they describe the same molecular structure.",1,"Given COc1ccc([C@@H](NC(=O)C2=Cc3ccccc3OC2)c2nccn2C)cc1, select the molecule that is more chemically similar: CC12CC1(O)CNC2=O or CC(=O)OC1CC2(C)C(CCC3C4CCCC4(C)CCC32)CC1O.",A,Which compound shows a lower molecular weight: CC12CC1(O)CNC2=O or CC(=O)OC1CC2(C)C(CCC3C4CCCC4(C)CCC32)CC1O?,A
smiles,smiles,Assess whether COC(=O)c1cccc(N)c1NCc1ccc2c(C#N)cc3ccccc3c(=O)c2c1 and CC(O)c1cn(C)nn1 denote the same chemical substance.,0,Identify which molecule is more similar to COC(=O)c1cccc(N)c1NCc1ccc2c(C#N)cc3ccccc3c(=O)c2c1: ON=C(Nc1ccccc1)C(=NO)Nc1ccccc1 or C=C(OC(=C)c1cc(C)cc(C)c1)C(=O)OCC.,B,Identify whether ON=C(Nc1ccccc1)C(=NO)Nc1ccccc1 or C=C(OC(=C)c1cc(C)cc(C)c1)C(=O)OCC has the higher molecular weight.,A
iupac,iupac,"Given 2-(chloromethyl)-1-(2,6-dimethylpiperidin-1-yl)-4-methylbenzimidazole and 2-(chloromethyl)-1-(2,6-dimethylpiperidin-1-yl)-4-methylbenzimidazole, determine if they describe the same molecular structure.",0,Identify which molecule is more similar to Cc1cccc2c1nc(CCl)n2N1C(C)CCCC1C: COCCNc1nc([C@H]2CCCN(CC(=O)NC3CCCCC3)C2)cc2ccccc12 or CC(C)(C)CCC1(C(=O)c2cc(Cl)c(Cl)cn2)CCNC1.,A,Assess the molecular weight of COCCNc1nc([C@H]2CCCN(CC(=O)NC3CCCCC3)C2)cc2ccccc12 and CC(C)(C)CCC1(C(=O)c2cc(Cl)c(Cl)cn2)CCNC1. Which one is lower?,B
iupac,smiles,Do the two chemical representations 5-anilino-N-(4-chlorophenyl)pentanamide and c1cccc(c1)NCCCCC(=O)Nc1ccc(Cl)cc1 describe the same molecule?,1,Which compound more closely resembles O=C(CCCCNc1ccccc1)Nc1ccc(Cl)cc1: CCC[C@H](C)c1cc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)n[nH]1 or Cc1nn(C)c(C(=O)NNC(=S)NCC(C)C)c1Cl?,B,Assess the molecular weight of CCC[C@H](C)c1cc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)n[nH]1 and Cc1nn(C)c(C(=O)NNC(=S)NCC(C)C)c1Cl. Which one is higher?,A
iupac,smiles,Are the chemical entities represented by ethyl N-[(5-methylthiophen-2-yl)methylideneamino]carbamate and c1c(sc(c1)C=NNC(OCC)=O)C the same?,1,Determine whether Cc1ccc(O)c2c3c(nn12)CCC(C)(NC(=O)c1ccccc1Cl)C3 or CC(=O)N1C=NC(C)C1 is more chemically similar to CCOC(=O)NN=Cc1ccc(C)s1.,A,Assess the molecular weight of Cc1ccc(O)c2c3c(nn12)CCC(C)(NC(=O)c1ccccc1Cl)C3 and CC(=O)N1C=NC(C)C1. Which one is higher?,A
iupac,smiles,"Do these two representations, 3-[3-(2,5-dichlorophenyl)prop-2-enoyl]-5-fluoro-2-hydroxybenzoic acid and Clc1cc(C=CC(c2c(O)c(cc(F)c2)C(O)=O)=O)c(cc1)Cl, describe the same molecule?",1,"Between the two options, CCOC(=O)CNC(=O)NC1C2OC(c3ccccc32)C1O and C#CC1(C)C=CC(=O)O1, which better matches O=C(O)c1cc(F)cc(C(=O)C=Cc2cc(Cl)ccc2Cl)c1O chemically?",A,Identify whether CCOC(=O)CNC(=O)NC1C2OC(c3ccccc32)C1O or C#CC1(C)C=CC(=O)O1 has the lower molecular weight.,B
iupac,smiles,"Given 2-morpholin-4-yl-1'-pyrazin-2-ylspiro[5,6-dihydro-3H-cyclopenta[d]pyrimidine-7,4'-piperidine]-4-one and C1c2c(nc(N3CCOCC3)[nH]c2=O)C2(C1)CCN(c1nccnc1)CC2, determine if they describe the same molecular structure.",1,"Given O=c1[nH]c(N2CCOCC2)nc2c1CCC21CCN(c2cnccn2)CC1, select the molecule that is more chemically similar: NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCOC1 or O=C(CSc1nnc(-c2ccc[nH]2)o1)N1CCc2sccc2[C@@H]1c1cccs1.",A,Assess the molecular weight of NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCOC1 and O=C(CSc1nnc(-c2ccc[nH]2)o1)N1CCc2sccc2[C@@H]1c1cccs1. Which one is higher?,B
smiles,smiles,Are O=C1C=CNCC12CO2 and CC1(O)CCC(=O)C1=O equivalent representations of the same molecule?,0,Identify which molecule is more similar to O=C1C=CNCC12CO2: O=C(O)C(S)c1ncc(-c2cccc(-c3ccc(Br)cc3)c2)o1 or CC1=NC(C)=C(C(=O)OCCCN2C(=O)c3ccccc3S2(=O)=O)C(c2ccccc2C(F)(F)F)C1=C(O)OCC1CCCO1.,B,Determine whether O=C(O)C(S)c1ncc(-c2cccc(-c3ccc(Br)cc3)c2)o1 or CC1=NC(C)=C(C(=O)OCCCN2C(=O)c3ccccc3S2(=O)=O)C(c2ccccc2C(F)(F)F)C1=C(O)OCC1CCCO1 has the lower value of molecular weight.,A
iupac,iupac,"Assess whether methyl 2-[(4R)-4-[4-(difluoromethoxy)-3-ethoxyphenyl]-6-methyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidin-5-yl]-2-oxoacetate and methyl 2-[(4R)-4-[4-(difluoromethoxy)-3-ethoxyphenyl]-6-methyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidin-5-yl]-2-oxoacetate denote the same chemical substance.",0,"Between the two options, N=C1CCC(=O)N1 and CN(C)C(CC=Nc1cccc([N+](=O)[O-])c1)=C(C#N)C#N, which better matches CCOc1cc([C@H]2NC(=S)NC(C)=C2C(=O)C(=O)OC)ccc1OC(F)F chemically?",B,"Given N=C1CCC(=O)N1 and CN(C)C(CC=Nc1cccc([N+](=O)[O-])c1)=C(C#N)C#N, determine which has the higher molecular weight.",B
iupac,smiles,"Are the chemical entities represented by N-phenyl-5-[3-(tetrazol-1-yl)propanoyl]-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazine-2-carboxamide and C#CC1C(=O)CC1O the same?",0,Assess the chemical similarity of COc1cccc(NC(=O)COC(=O)[C@H]2CC(=O)N([C@H](C)c3ccccc3)C2)c1 and C[C@H](c1nc2c(s1)CCCC2)n1cc(-c2ccc(CO)o2)nn1 to O=C(Nc1ccccc1)c1cc2n(n1)CCN(C(=O)CCn1cnnn1)C2. Which is more similar?,A,Identify whether COc1cccc(NC(=O)COC(=O)[C@H]2CC(=O)N([C@H](C)c3ccccc3)C2)c1 or C[C@H](c1nc2c(s1)CCCC2)n1cc(-c2ccc(CO)o2)nn1 has the higher molecular weight.,A
smiles,smiles,Are the chemical entities represented by O=C(/C=C/c1cnc[nH]1)N1CC[C@H](Cc2ccccc2)[C@@H](O)C1 and [C@@H]1(Cc2ccccc2)[C@H](CN(C(=O)/C=C/c2[nH]cnc2)CC1)O the same?,1,"Given O=C(/C=C/c1cnc[nH]1)N1CC[C@H](Cc2ccccc2)[C@@H](O)C1, select the molecule that is more chemically similar: COc1ccc(-n2cccc2/C=C2\C(=O)NC(=S)N(c3ccc(OC)cc3OC)C2=O)cc1 or Cc1nc[nH]c1C.",A,"For the property molecular weight, which molecule is lower: COc1ccc(-n2cccc2/C=C2\C(=O)NC(=S)N(c3ccc(OC)cc3OC)C2=O)cc1 or Cc1nc[nH]c1C?",B
iupac,smiles,"Do the two chemical representations (1R,6R,7S)-7-ethenyl-4,4,11,11-tetramethyl-3,5,10,12-tetraoxatricyclo[7.3.0.02,6]dodecane and O=CC1C(CO)N1C=O describe the same molecule?",0,"Which molecule shares greater structural similarity with C=C[C@@H]1CC2OC(C)(C)O[C@H]2C2OC(C)(C)O[C@@H]21, COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCC[C@H](C)C3)cc2)c(OC)c1 or O=C(N/N=C\c1cccc2ccccc12)c1cccs1?",A,"Given COc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCC[C@H](C)C3)cc2)c(OC)c1 and O=C(N/N=C\c1cccc2ccccc12)c1cccs1, determine which has the higher molecular weight.",A
iupac,iupac,"Determine whether 2,3,3-trimethylbutanamide and 2,3,3-trimethylbutanamide refer to the same chemical compound.",1,Identify which molecule is more similar to CC(C(N)=O)C(C)(C)C: CC[C@@H](C)NC(=O)[C@@H](C)N(Cc1ccccc1F)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O or O=C1CC2CC1C(=O)O2.,A,"Given CC[C@@H](C)NC(=O)[C@@H](C)N(Cc1ccccc1F)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O and O=C1CC2CC1C(=O)O2, determine which has the lower molecular weight.",B
iupac,iupac,Is the molecule described by methyl (3R)-3-(2-nitroanilino)pyrrolidine-1-carboxylate identical to the one described by methyl (3R)-3-(2-nitroanilino)pyrrolidine-1-carboxylate?,1,Assess the chemical similarity of CCN1C(=S)N[C@H](c2ccccn2)[C@H]1c1ccc(-c2cc(Cl)ccc2C)o1 and CC12C(=NO)C3CC1N32 to COC(=O)N1CC[C@@H](Nc2ccccc2[N+](=O)[O-])C1. Which is more similar?,B,"Between CCN1C(=S)N[C@H](c2ccccn2)[C@H]1c1ccc(-c2cc(Cl)ccc2C)o1 and CC12C(=NO)C3CC1N32, which exhibits a higher molecular weight?",A
iupac,smiles,"Do these two representations, 1-tricyclo[4.1.0.02,4]heptanylmethanol and c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc(N(c6ccccc6)c6ccc(-n7nc8ccccc8n7)cc6)cc5)cc4)cc3)cc2)cc1.c1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccc(-n7nc8ccccc8n7)cc6)cc5)cc4)cc3)cc2)c2ccc(-c3ccc(-n4nc5ccccc5n4)cc3)cc2)cc1.c1ccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-n5nc6ccccc6n5)cc4)cc3)cc2)c2ccc(-n3nc4ccccc4n3)cc2)cc1, describe the same molecule?",0,Which compound more closely resembles OCC12CC1CC1CC12: CSc1ccc([C@H]2Nc3nc4ccccc4n3C(C)=C2C(=O)Nc2ccc(C)cc2C)cc1 or Nc1nc(OCCOCP(=O)(O)O)cc(OC[C@@H](CO)OCP(=O)(O)O)n1?,B,Identify whether CSc1ccc([C@H]2Nc3nc4ccccc4n3C(C)=C2C(=O)Nc2ccc(C)cc2C)cc1 or Nc1nc(OCCOCP(=O)(O)O)cc(OC[C@@H](CO)OCP(=O)(O)O)n1 has the lower molecular weight.,B
iupac,iupac,Do the two chemical representations N-[(4-bromophenyl)carbamothioyl]cyclopropanecarboxamide and N-[(4-bromophenyl)carbamothioyl]cyclopropanecarboxamide describe the same molecule?,0,"Given O=C(NC(=S)Nc1ccc(Br)cc1)C1CC1, select the molecule that is more chemically similar: C.CC(CN(C)C)CN(C)C.CC(CN(C)C)CN(C)C.CCCCN.CCCCN.C[SiH](O[Si](C)(C)C)O[Si](C)(C)C.C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C or CC(NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCCC1C(=O)O.",B,"Which molecule demonstrates a lower value for molecular weight, C.CC(CN(C)C)CN(C)C.CC(CN(C)C)CN(C)C.CCCCN.CCCCN.C[SiH](O[Si](C)(C)C)O[Si](C)(C)C.C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C or CC(NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCCC1C(=O)O?",B
iupac,smiles,"Is the molecule described by 3-[1-(3-aminopropyl)indol-3-yl]-4-pyridin-3-ylpyrrole-2,5-dione identical to the one described by O=C1C(c2cn(c3c2cccc3)CCCN)=C(C(=O)N1)c1cccnc1?",1,"Which molecule shares greater structural similarity with NCCCn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21, COCC#CC1(C)CN1 or C=CCO[C@@H](C)C[C@@H](C)C(N)C(=O)OCC?",A,Assess the molecular weight of COCC#CC1(C)CN1 and C=CCO[C@@H](C)C[C@@H](C)C(N)C(=O)OCC. Which one is higher?,B
iupac,iupac,Are the chemical entities represented by ethyl 2-chloro-6-phenoxybenzenecarboximidate and ethyl 2-chloro-6-phenoxybenzenecarboximidate the same?,0,Compare OCC12CCC1OC2 and O=C(c1cnccn1)N1CCC[C@H]1c1nc(CCOCc2ccccc2)no1 to CCOC(=N)c1c(Cl)cccc1Oc1ccccc1. Which is more chemically similar?,B,Which compound shows a higher molecular weight: OCC12CCC1OC2 or O=C(c1cnccn1)N1CCC[C@H]1c1nc(CCOCc2ccccc2)no1?,B
iupac,iupac,Verify whether 2-tert-butyl-6-[1-(4-tert-butyl-2-phenylphenyl)-4-[3-phenyl-5-[4-[4-(trideuteriomethyl)phenyl]-2-pyridinyl]phenyl]benzimidazol-2-yl]phenol and 2-tert-butyl-6-[1-(4-tert-butyl-2-phenylphenyl)-4-[3-phenyl-5-[4-[4-(trideuteriomethyl)phenyl]-2-pyridinyl]phenyl]benzimidazol-2-yl]phenol correspond to an identical molecule.,0,Identify which molecule is more similar to [2H]C([2H])([2H])c1ccc(-c2ccnc(-c3cc(-c4ccccc4)cc(-c4cccc5c4nc(-c4cccc(C(C)(C)C)c4O)n5-c4ccc(C(C)(C)C)cc4-c4ccccc4)c3)c2)cc1: COCCn1/c(=N/C(=O)c2ccc(Cl)cc2Cl)c(C#N)cc2c(=O)n3cccc(C)c3nc21 or O=C1CC2=CCC3C1C23.,A,"Given COCCn1/c(=N/C(=O)c2ccc(Cl)cc2Cl)c(C#N)cc2c(=O)n3cccc(C)c3nc21 and O=C1CC2=CCC3C1C23, determine which has the higher molecular weight.",A
iupac,smiles,"Do 3-[(R)-(1-benzyltetrazol-5-yl)-(3,4-dihydro-2H-quinolin-1-yl)methyl]-5,8-dimethyl-1H-quinolin-2-one and CCCCC(=O)N[C@H](O)C(Cl)(Cl)Cl correspond to the same molecular structure?",0,"Which molecule shares greater structural similarity with Cc1ccc(C)c2[nH]c(=O)c([C@H](c3nnnn3Cc3ccccc3)N3CCCc4ccccc43)cc12, CC=CCC(NC(=O)OC(C)(C)C)C(=O)O or O=C1NCCCC1Nc1nc2ccc([N+](=O)[O-])cc2[nH]1?",B,Determine whether CC=CCC(NC(=O)OC(C)(C)C)C(=O)O or O=C1NCCCC1Nc1nc2ccc([N+](=O)[O-])cc2[nH]1 has the higher value of molecular weight.,B
